"PUBLICATION","SCENARIO","CATEGORY","PRODUCT","FLOW","UNIT","REGION","YEAR","VALUE"
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Electricity generation","TWh","World",2022,708.67
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Electricity generation","TWh","World",2030,351.62
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Electricity generation","TWh","World",2035,261.74
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Electricity generation","TWh","World",2040,211.8
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Electricity generation","TWh","World",2050,144.46
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Oil","Electricity generation","TWh","World",2022,708.67
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Oil","Electricity generation","TWh","World",2030,135.22
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Oil","Electricity generation","TWh","World",2035,27.75
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Oil","Electricity generation","TWh","World",2040,2.16
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Oil","Electricity generation","TWh","World",2050,0.52
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Total","Electrical capacity","GW","World",2010,5186.59
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Total","Electrical capacity","GW","World",2021,8230.13
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Total","Electrical capacity","GW","World",2022,8643.25
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Total","Electrical capacity","GW","World",2030,14168.08
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Total","Electrical capacity","GW","World",2035,17923.41
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Total","Electrical capacity","GW","World",2040,21328.2
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Total","Electrical capacity","GW","World",2050,25955.64
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Total","Electrical capacity","GW","World",2022,8643.25
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Total","Electrical capacity","GW","World",2030,15285.2
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Total","Electrical capacity","GW","World",2035,20331.59
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Total","Electrical capacity","GW","World",2040,25194.61
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Total","Electrical capacity","GW","World",2050,32099.81
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Total","Electrical capacity","GW","World",2022,8643.25
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Total","Electrical capacity","GW","World",2030,16180.44
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Total","Electrical capacity","GW","World",2035,23066.53
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Total","Electrical capacity","GW","World",2040,29354.24
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Total","Electrical capacity","GW","World",2050,36956.46
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Renewables","Electrical capacity","GW","World",2010,1333.09
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Renewables","Electrical capacity","GW","World",2021,3292.37
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Renewables","Electrical capacity","GW","World",2022,3628.85
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Renewables","Electrical capacity","GW","World",2030,8611.39
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Renewables","Electrical capacity","GW","World",2035,11948.59
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Renewables","Electrical capacity","GW","World",2040,14964.91
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Renewables","Electrical capacity","GW","World",2050,19119.8
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Renewables","Electrical capacity","GW","World",2022,3628.85
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Renewables","Electrical capacity","GW","World",2030,9785.54
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Renewables","Electrical capacity","GW","World",2035,14425.66
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Renewables","Electrical capacity","GW","World",2040,18893.15
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Renewables","Electrical capacity","GW","World",2050,25367.86
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Renewables","Electrical capacity","GW","World",2022,3628.85
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Renewables","Electrical capacity","GW","World",2030,11007.65
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Renewables","Electrical capacity","GW","World",2035,17460.14
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Renewables","Electrical capacity","GW","World",2040,23331.29
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Renewables","Electrical capacity","GW","World",2050,30274.58
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Solar PV","Electrical capacity","GW","World",2010,39.39
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Solar PV","Electrical capacity","GW","World",2021,924.78
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Solar PV","Electrical capacity","GW","World",2022,1144.88
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Solar PV","Electrical capacity","GW","World",2030,4698.96
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Solar PV","Electrical capacity","GW","World",2035,7174.01
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Solar PV","Electrical capacity","GW","World",2040,9499.75
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Solar PV","Electrical capacity","GW","World",2050,12639.19
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Solar PV","Electrical capacity","GW","World",2022,1144.88
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Solar PV","Electrical capacity","GW","World",2030,5376.59
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Solar PV","Electrical capacity","GW","World",2035,8648.3
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Solar PV","Electrical capacity","GW","World",2040,11786.98
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Solar PV","Electrical capacity","GW","World",2050,16041.32
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Solar PV","Electrical capacity","GW","World",2022,1144.88
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Solar PV","Electrical capacity","GW","World",2030,6101.28
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Solar PV","Electrical capacity","GW","World",2035,10430.47
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Solar PV","Electrical capacity","GW","World",2040,14303.24
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Solar PV","Electrical capacity","GW","World",2050,18753.48
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Wind","Electrical capacity","GW","World",2010,180.82
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Wind","Electrical capacity","GW","World",2021,826.98
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Wind","Electrical capacity","GW","World",2022,901.51
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Wind","Electrical capacity","GW","World",2030,2063.99
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Wind","Electrical capacity","GW","World",2035,2747.25
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Wind","Electrical capacity","GW","World",2040,3242.11
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Wind","Electrical capacity","GW","World",2050,3874.23
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Wind","Electrical capacity","GW","World",2022,901.51
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Wind","Electrical capacity","GW","World",2030,2420.28
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Wind","Electrical capacity","GW","World",2035,3417.56
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Wind","Electrical capacity","GW","World",2040,4337.35
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Wind","Electrical capacity","GW","World",2050,5879.04
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Wind","Electrical capacity","GW","World",2022,901.51
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Wind","Electrical capacity","GW","World",2030,2741.74
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Wind","Electrical capacity","GW","World",2035,4322.36
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Wind","Electrical capacity","GW","World",2040,5797.46
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Wind","Electrical capacity","GW","World",2050,7616.41
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Hydro","Electrical capacity","GW","World",2010,1027.42
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Hydro","Electrical capacity","GW","World",2021,1359.63
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Hydro","Electrical capacity","GW","World",2022,1392.05
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Hydro","Electrical capacity","GW","World",2030,1570.96
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Hydro","Electrical capacity","GW","World",2035,1681.2
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Hydro","Electrical capacity","GW","World",2040,1801.46
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Hydro","Electrical capacity","GW","World",2050,2028.25
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Hydro","Electrical capacity","GW","World",2022,1392.05
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Hydro","Electrical capacity","GW","World",2030,1620.41
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Hydro","Electrical capacity","GW","World",2035,1803.9
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Hydro","Electrical capacity","GW","World",2040,1990.71
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Hydro","Electrical capacity","GW","World",2050,2303.83
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Hydro","Electrical capacity","GW","World",2022,1392.05
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Hydro","Electrical capacity","GW","World",2030,1764.52
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Hydro","Electrical capacity","GW","World",2035,2053.89
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Hydro","Electrical capacity","GW","World",2040,2312.76
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Hydro","Electrical capacity","GW","World",2050,2612.07
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Modern bioenergy and renewable waste","Electrical capacity","GW","World",2010,73.95
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Modern bioenergy and renewable waste","Electrical capacity","GW","World",2021,159.29
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Modern bioenergy and renewable waste","Electrical capacity","GW","World",2022,167.66
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Modern bioenergy and renewable waste","Electrical capacity","GW","World",2030,231.77
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Modern bioenergy and renewable waste","Electrical capacity","GW","World",2035,271.66
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Modern bioenergy and renewable waste","Electrical capacity","GW","World",2040,311.12
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Modern bioenergy and renewable waste","Electrical capacity","GW","World",2050,393.42
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Modern bioenergy and renewable waste","Electrical capacity","GW","World",2022,167.66
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Modern bioenergy and renewable waste","Electrical capacity","GW","World",2030,300.38
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Modern bioenergy and renewable waste","Electrical capacity","GW","World",2035,406.56
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Modern bioenergy and renewable waste","Electrical capacity","GW","World",2040,523.78
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Modern bioenergy and renewable waste","Electrical capacity","GW","World",2050,705.75
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Modern bioenergy and renewable waste","Electrical capacity","GW","World",2022,167.66
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Modern bioenergy and renewable waste","Electrical capacity","GW","World",2030,295.57
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Modern bioenergy and renewable waste","Electrical capacity","GW","World",2035,425.64
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Modern bioenergy and renewable waste","Electrical capacity","GW","World",2040,540.78
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Modern bioenergy and renewable waste","Electrical capacity","GW","World",2050,688.45
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Bioenergy: with CCUS","Electrical capacity","GW","World",2010,0
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Bioenergy: with CCUS","Electrical capacity","GW","World",2021,0
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Bioenergy: with CCUS","Electrical capacity","GW","World",2022,0
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Bioenergy: with CCUS","Electrical capacity","GW","World",2030,0.93
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Bioenergy: with CCUS","Electrical capacity","GW","World",2035,0.93
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Bioenergy: with CCUS","Electrical capacity","GW","World",2040,0.93
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Bioenergy: with CCUS","Electrical capacity","GW","World",2050,0.93
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Bioenergy: with CCUS","Electrical capacity","GW","World",2022,0
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Bioenergy: with CCUS","Electrical capacity","GW","World",2030,7.66
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Bioenergy: with CCUS","Electrical capacity","GW","World",2035,32.1
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Bioenergy: with CCUS","Electrical capacity","GW","World",2040,56.45
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Bioenergy: with CCUS","Electrical capacity","GW","World",2050,94.32
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Bioenergy: with CCUS","Electrical capacity","GW","World",2022,0
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Bioenergy: with CCUS","Electrical capacity","GW","World",2030,15.35
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Bioenergy: with CCUS","Electrical capacity","GW","World",2035,59.17
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Bioenergy: with CCUS","Electrical capacity","GW","World",2040,86.83
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Bioenergy: with CCUS","Electrical capacity","GW","World",2050,114.27
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Concentrating solar power","Electrical capacity","GW","World",2010,1.25
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Concentrating solar power","Electrical capacity","GW","World",2021,6.23
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Concentrating solar power","Electrical capacity","GW","World",2022,6.94
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Concentrating solar power","Electrical capacity","GW","World",2030,16.34
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Concentrating solar power","Electrical capacity","GW","World",2035,28.89
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Concentrating solar power","Electrical capacity","GW","World",2040,45.76
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Concentrating solar power","Electrical capacity","GW","World",2050,85.12
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Concentrating solar power","Electrical capacity","GW","World",2022,6.94
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Concentrating solar power","Electrical capacity","GW","World",2030,28.85
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Concentrating solar power","Electrical capacity","GW","World",2035,85.89
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Concentrating solar power","Electrical capacity","GW","World",2040,164.66
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Concentrating solar power","Electrical capacity","GW","World",2050,294.61
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Concentrating solar power","Electrical capacity","GW","World",2022,6.94
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Concentrating solar power","Electrical capacity","GW","World",2030,48.25
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Concentrating solar power","Electrical capacity","GW","World",2035,133.79
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Concentrating solar power","Electrical capacity","GW","World",2040,250.67
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Concentrating solar power","Electrical capacity","GW","World",2050,427.16
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Geothermal","Electrical capacity","GW","World",2010,10.01
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Geothermal","Electrical capacity","GW","World",2021,14.7
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Geothermal","Electrical capacity","GW","World",2022,15.04
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Geothermal","Electrical capacity","GW","World",2030,26.56
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Geothermal","Electrical capacity","GW","World",2035,36.84
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Geothermal","Electrical capacity","GW","World",2040,46.69
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Geothermal","Electrical capacity","GW","World",2050,63.21
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Geothermal","Electrical capacity","GW","World",2022,15.04
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Geothermal","Electrical capacity","GW","World",2030,33.73
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Geothermal","Electrical capacity","GW","World",2035,51.06
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Geothermal","Electrical capacity","GW","World",2040,66.94
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Geothermal","Electrical capacity","GW","World",2050,99.71
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Geothermal","Electrical capacity","GW","World",2022,15.04
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Geothermal","Electrical capacity","GW","World",2030,48.25
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Geothermal","Electrical capacity","GW","World",2035,77.58
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Geothermal","Electrical capacity","GW","World",2040,99.34
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Geothermal","Electrical capacity","GW","World",2050,129.4
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Marine","Electrical capacity","GW","World",2010,0.25
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Marine","Electrical capacity","GW","World",2021,0.76
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Marine","Electrical capacity","GW","World",2022,0.79
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Marine","Electrical capacity","GW","World",2030,2.81
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Marine","Electrical capacity","GW","World",2035,8.74
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Marine","Electrical capacity","GW","World",2040,18.02
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Marine","Electrical capacity","GW","World",2050,36.38
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Marine","Electrical capacity","GW","World",2022,0.79
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Marine","Electrical capacity","GW","World",2030,5.28
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Marine","Electrical capacity","GW","World",2035,12.37
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Marine","Electrical capacity","GW","World",2040,22.72
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Marine","Electrical capacity","GW","World",2050,43.6
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Marine","Electrical capacity","GW","World",2022,0.79
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Marine","Electrical capacity","GW","World",2030,8.05
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Marine","Electrical capacity","GW","World",2035,16.39
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Marine","Electrical capacity","GW","World",2040,27.04
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Marine","Electrical capacity","GW","World",2050,47.59
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Nuclear","Electrical capacity","GW","World",2010,402.56
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Nuclear","Electrical capacity","GW","World",2021,412.6
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Nuclear","Electrical capacity","GW","World",2022,416.62
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Nuclear","Electrical capacity","GW","World",2030,482.38
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Nuclear","Electrical capacity","GW","World",2035,521.28
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Nuclear","Electrical capacity","GW","World",2040,557.05
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Nuclear","Electrical capacity","GW","World",2050,621.71
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Nuclear","Electrical capacity","GW","World",2022,416.62
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Nuclear","Electrical capacity","GW","World",2030,496.5
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Nuclear","Electrical capacity","GW","World",2035,586.95
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Nuclear","Electrical capacity","GW","World",2040,676.88
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Nuclear","Electrical capacity","GW","World",2050,769.1
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Nuclear","Electrical capacity","GW","World",2022,416.62
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Nuclear","Electrical capacity","GW","World",2030,541.4
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Nuclear","Electrical capacity","GW","World",2035,687.79
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Nuclear","Electrical capacity","GW","World",2040,812.55
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Nuclear","Electrical capacity","GW","World",2050,915.7
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Hydrogen and H2-based fuels","Electrical capacity","GW","World",2010,0
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Hydrogen and H2-based fuels","Electrical capacity","GW","World",2021,0
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Hydrogen and H2-based fuels","Electrical capacity","GW","World",2022,0
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Hydrogen and H2-based fuels","Electrical capacity","GW","World",2030,7.81
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Hydrogen and H2-based fuels","Electrical capacity","GW","World",2035,17.33
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Hydrogen and H2-based fuels","Electrical capacity","GW","World",2040,24.29
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Hydrogen and H2-based fuels","Electrical capacity","GW","World",2050,19.05
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Hydrogen and H2-based fuels","Electrical capacity","GW","World",2022,0
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Hydrogen and H2-based fuels","Electrical capacity","GW","World",2030,31.25
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Hydrogen and H2-based fuels","Electrical capacity","GW","World",2035,134.01
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Hydrogen and H2-based fuels","Electrical capacity","GW","World",2040,174.19
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Hydrogen and H2-based fuels","Electrical capacity","GW","World",2050,194.59
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Hydrogen and H2-based fuels","Electrical capacity","GW","World",2022,0
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Hydrogen and H2-based fuels","Electrical capacity","GW","World",2030,129.17
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Hydrogen and H2-based fuels","Electrical capacity","GW","World",2035,367.08
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Hydrogen and H2-based fuels","Electrical capacity","GW","World",2040,447.4
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Capacity: installed","Hydrogen and H2-based fuels","Electrical capacity","GW","World",2050,426.76
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Fossil fuels: with CCUS","Electrical capacity","GW","World",2010,0
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Fossil fuels: with CCUS","Electrical capacity","GW","World",2021,0.12
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Fossil fuels: with CCUS","Electrical capacity","GW","World",2022,0.12
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Fossil fuels: with CCUS","Electrical capacity","GW","World",2030,1.86
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Fossil fuels: with CCUS","Electrical capacity","GW","World",2035,12.11
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Fossil fuels: with CCUS","Electrical capacity","GW","World",2040,21.51
"World Energy Outlook 2023","Stated Policies Scenario","Capacity: installed","Fossil fuels: with CCUS","Electrical capacity","GW","World",2050,30.5
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Fossil fuels: with CCUS","Electrical capacity","GW","World",2022,0.12
"World Energy Outlook 2023","Announced Pledges Scenario","Capacity: installed","Fossil fuels: with CCUS","Electrical capacity","GW","World",2030,8.44
